place	lat	long	title	date
Station Park	56.8286	-2.2852	DOKENS WITHER IN ELMWOOD STORM	1950-08-16
Brechin	56.7322	-2.6603	To-Night's Card and Refs	1950-08-16
Park Avenue	56.4712	-2.9551	Will Re-Sign To-Day And Be Transferred	1950-08-16
Muirhead	56.4969	-3.0665	Will Re-Sign To-Day And Be Transferred	1950-08-16
CARNOUSTIE	56.5014	-2.7090	LEVEN LEADER DISQUALIFIED	1950-08-16
DUNDEE	56.4584	-2.9737	HIBS HIT ST MIRREN	1950-08-16
Forfar	56.6441	-2.8890	HIBS HIT ST MIRREN	1950-08-16
Brechin	56.7322	-2.6603	HIBS HIT ST MIRREN	1950-08-16
ARBROATH	56.5623	-2.5841	HARVEST FUEL BILL JUMPS	1950-08-16
Arbroath	56.5623	-2.5841	HARVEST FUEL BILL JUMPS	1950-08-16
Brechin	56.7322	-2.6603	HARVEST FUEL BILL JUMPS	1950-08-16
Forfar	56.6441	-2.8890	HARVEST FUEL BILL JUMPS	1950-08-16
Carnoustie	56.5014	-2.7090	HARVEST FUEL BILL JUMPS	1950-08-16
Old Montrose	56.7058	-2.5379	HARVEST FUEL BILL JUMPS	1950-08-16
40 Coupar Angus Road	56.4750	-3.0138	WINS CLAIM AFTER TAY BRIDGE MISHAP	1950-08-16
Dundee	56.4584	-2.9737	WINS CLAIM AFTER TAY BRIDGE MISHAP	1950-08-16
Friockheim	56.6379	-2.6586	FRIOCKHEIM DANCERS SCORE	1950-08-16
3 North Balmossie Street	56.4786	-2.8474	BROUGHTY CHURCH WEDDING	1950-08-16
Monifieth	56.4831	-2.8161	BROUGHTY CHURCH WEDDING	1950-08-16
182 King Street	56.4648	-2.9660	BROUGHTY CHURCH WEDDING	1950-08-16
Barnhill	56.4747	-2.8575	BROUGHTY CHURCH WEDDING	1950-08-16
6 Thorter Row	56.4615	-2.9571	DUNDEE MAN JAILED	1950-08-16
10 Pitairlie Road	56.4802	-2.9361	DUNDEE MAN JAILED	1950-08-16
Dundee	56.4584	-2.9737		1950-08-16
DUNDEE	56.4584	-2.9737	Courier and Advertiser	1950-08-17
DUNDEE	56.4584	-2.9737	"COLD WAR" TRADE DANGERS	1950-08-17
Arbroath	56.5623	-2.5841	DANES AT DENS TO-NIGHT	1950-08-17
MONTROSE	56.7092	-2.4672	DANES AT DENS TO-NIGHT	1950-08-17
Brechin	56.7322	-2.6603	DANES AT DENS TO-NIGHT	1950-08-17
Montrose	56.7092	-2.4672	DANES AT DENS TO-NIGHT	1950-08-17
MONIFIETH	56.4831	-2.8161	DANES AT DENS TO-NIGHT	1950-08-17
Fairfield	56.5570	-2.6082	DANES AT DENS TO-NIGHT	1950-08-17
Carnoustie	56.5014	-2.7090	BEST SAND-BUILDERS	1950-08-17
Maryfield	56.4775	-2.9558	25 MILES ROUND DUNDEE—BY TRAM	1950-08-17
West Port	56.4595	-2.9788	25 MILES ROUND DUNDEE—BY TRAM	1950-08-17
Arbroath	56.5623	-2.5841	Scholarship for Arbroath Man	1950-08-17
Montrose	56.7092	-2.4672	Strong Quartet To Finish Women's Singles	1950-08-17
Broughty Ferry	56.4674	-2.8761	Strong Quartet To Finish Women's Singles	1950-08-17
Dundee	56.4584	-2.9737	Strong Quartet To Finish Women's Singles	1950-08-17
INVERBERVIE	56.8447	-2.2798	BOWLING.	1950-08-17
Carnoustie	56.5014	-2.7090	TENNIS.	1950-08-17
Invergowrie	56.4596	-3.0621	TENNIS.	1950-08-17
Dundee	56.4584	-2.9737	FORMER DUNDEE EYE SURGEON DEAD	1950-08-17
Magdalen Yard Road	56.4533	-2.9929	FORMER DUNDEE EYE SURGEON DEAD	1950-08-17
Carnoustie	56.5014	-2.7090	REES AND WARD ONE DEHIND	1950-08-17
BRECHIN	56.7322	-2.6603	HOMING	1950-08-17
Whitehall Street	56.4598	-2.9710		1950-08-17
South Union Street	56.4579	-2.9689		1950-08-17
Dundee	56.4584	-2.9737		1950-08-17
Carnegie Street	56.4694	-2.9713		1950-08-17
Dundee	56.4584	-2.9737	What Goes On Underneath	1950-08-17
East High Street	56.6452	-2.8835	Young Forfar Reads More	1950-08-17
Market Street	56.6502	-2.8839	Young Forfar Reads More	1950-08-17
Brechin Road	56.6757	-2.9976	Young Forfar Reads More	1950-08-17
Kirriemuir	56.6731	-3.0045	Young Forfar Reads More	1950-08-17
34 Wellington Street	56.4673	-2.9667	TEACHER WEDS	1950-08-17
Dundee	56.4584	-2.9737	TEACHER WEDS	1950-08-17
32 Wellington Street	56.4673	-2.9667	TEACHER WEDS	1950-08-17
14 Nursery Street	56.6451	-2.8798	TEACHER WEDS	1950-08-17
Forfar	56.6441	-2.8890	TEACHER WEDS	1950-08-17
BRECHIN	56.7322	-2.6603	West Indies Win By An Innings	1950-08-17
ARBROATH	56.5623	-2.5841	West Indies Win By An Innings	1950-08-17
Brechin	56.7322	-2.6603	LIVESTOCK PRICES	1950-08-17
Edzell	56.8097	-2.6557	Highland "Open" Qualifiers	1950-08-17
DUNDEE	56.4584	-2.9737	Glasgow Stock Prices	1950-08-17
221 Park Place	56.4582	-2.9786	THE WINDSOR CARD	1950-08-17
Park Place	56.4582	-2.9786	THE WINDSOR CARD	1950-08-17
Montrose	56.7092	-2.4672	LAWN TENNIS TOURNEY AT STONEHAVEN	1950-08-17
Arbroath	56.5623	-2.5841	ARBROATH ATTACK DEFIED	1950-08-17
Kinnell	56.6444	-2.6385	Young Pivot's Great Debut	1950-08-17
Montrose	56.7092	-2.4672	THE SCOREBOARD AND TABLES	1950-08-17
Arbroath	56.5623	-2.5841	THE SCOREBOARD AND TABLES	1950-08-17
Dundee	56.4584	-2.9737	Dens Attack Again Lacked Power	1950-08-17
Tannadice	56.7124	-2.8591	UNITED'S "NIGHT OUT" AT MUIRTON	1950-08-17
MONTROSE	56.7092	-2.4672	UNITED'S "NIGHT OUT" AT MUIRTON	1950-08-17
Montrose	56.7092	-2.4672	UNITED'S "NIGHT OUT" AT MUIRTON	1950-08-17
Moncur Crescent	56.4749	-2.9773	TWO CLAIM FROM CORPORATION	1950-08-17
Arbroath	56.5623	-2.5841	FASHION TO FORGET HISTORY	1950-08-17
Brechin	56.7322	-2.6603	BRECHIN LEGION AIRES CELEBRATE	1950-08-17
Broughty Ferry	56.4674	-2.8761	BRECHIN LEGION AIRES CELEBRATE	1950-08-17
Arbroath	56.5623	-2.5841	BRECHIN LEGION AIRES CELEBRATE	1950-08-17
Arbroath	56.5623	-2.5841	FAILED TO SHUT CROSSING GATES	1950-08-17
Tay Square	56.4578	-2.9763	NEW MINISTER FOR DUNDEE CHURCH	1950-08-17
Hilltown	56.4677	-2.9731	NEW MINISTER FOR DUNDEE CHURCH	1950-08-17
Newbigging	56.5269	-2.9412	NEW MINISTER FOR DUNDEE CHURCH	1950-08-17
DUNDEE	56.4584	-2.9737	Courier and Advertiser	1950-08-18
DUNDEE	56.4584	-2.9737	FAR EAST AND MIDDLE EAST	1950-08-18
31 Dura Street	56.4710	-2.9593	PENSIONERS' TREASURER MADE OFF WITH FUNDS	1950-08-18
Montrose	56.7092	-2.4672	PENSIONERS' TREASURER MADE OFF WITH FUNDS	1950-08-18
32 Canmore Street	56.6461	-2.8875	POLE BLAMES HIS MOTHER-IN-LAW	1950-08-18
Forfar	56.6441	-2.8890	POLE BLAMES HIS MOTHER-IN-LAW	1950-08-18
Kirriemuir	56.6731	-3.0045	POLE BLAMES HIS MOTHER-IN-LAW	1950-08-18
Arbroath	56.5623	-2.5841	ARBROATH LINKS FOR FOOTBALL PLAN	1950-08-18
Dundee	56.4584	-2.9737	St Andrews Railway Blocked	1950-08-18
26 Long Wynd	56.4586	-2.9746	LOCHEE MAN LEFT CLUES NEAR RIVER	1950-08-18
Dundee	56.4584	-2.9737	LOCHEE MAN LEFT CLUES NEAR RIVER	1950-08-18
Brechin	56.7322	-2.6603	LOCHEE MAN LEFT CLUES NEAR RIVER	1950-08-18
Montrose	56.7092	-2.4672	Want to be a Ref?	1950-08-18
1 India Lane	56.7118	-2.4601	Want to be a Ref?	1950-08-18
Craigie	56.4777	-2.9307	Want to be a Ref?	1950-08-18
Fairfield	56.5570	-2.6082	BROUGHTY CASTLE WIN KILLACKY TROPHY	1950-08-18
Dundee	56.4584	-2.9737	BROUGHTY CASTLE WIN KILLACKY TROPHY	1950-08-18
75 Dens Road	56.4718	-2.9684	Rone Pipe Dare Ends In 30-Foot Fall	1950-08-18
12 Isla Street	56.4723	-2.9719	Rone Pipe Dare Ends In 30-Foot Fall	1950-08-18
Broughty Ferry	56.4674	-2.8761		1950-08-18
Arbroath	56.5623	-2.5841		1950-08-18
Dundee	56.4584	-2.9737		1950-08-18
14 Rose Lane	56.4670	-2.9774	MOTORIST STAGGERED AND STUMBLED	1950-08-18
Dundee	56.4584	-2.9737	MOTORIST STAGGERED AND STUMBLED	1950-08-18
16 Kerrsview Terrace	56.4808	-2.9655	Cycle Has (Caddie) Car In Tow	1950-08-18
Dundee	56.4584	-2.9737	Cycle Has (Caddie) Car In Tow	1950-08-18
Letham	56.6288	-2.7696	They Kent the Letham Tongue	1950-08-18
Hilltown	56.4690	-2.9746	DUNDEE DIAMOND WEDDING	1950-08-18
Dundee	56.4584	-2.9737	DUNDEE DIAMOND WEDDING	1950-08-18
18 Constitution Street	56.4677	-2.9765	DUNDEE DIAMOND WEDDING	1950-08-18
Arbroath	56.5623	-2.5841	DUNDEE DIAMOND WEDDING	1950-08-18
Craigie	56.4777	-2.9307	ENCLOSED PITCH RENT TO BE RECONSIDERED	1950-08-18
Montrose	56.7092	-2.4672	WELL KNOWN IN MONTROSE	1950-08-18
8 Erskine Street	56.7070	-2.4648	WELL KNOWN IN MONTROSE	1950-08-18
Brechin	56.7322	-2.6603	WELL KNOWN IN MONTROSE	1950-08-18
Market Street	56.7336	-2.6605	WELL KNOWN IN MONTROSE	1950-08-18
Gannochy	56.8256	-2.6576	SHIPPING MOVEMENTS	1950-08-18
Glamis	56.6084	-3.0038	SHIPPING MOVEMENTS	1950-08-18
Kirriemuir	56.6731	-3.0045	LAMB SALES	1950-08-18
Kirkton of Kingoldrum	56.6820	-3.0857	LAMB SALES	1950-08-18
Dundee	56.4584	-2.9737	GARDENS TO VISIT	1950-08-18
Kirriemuir	56.6731	-3.0045	GARDENS TO VISIT	1950-08-18
MONTROSE	56.7092	-2.4672	Former Winners in Last Eight	1950-08-18
DUNDEE	56.4584	-2.9737	Former Winners in Last Eight	1950-08-18
Monifieth	56.4831	-2.8161	HOMING	1950-08-18
Arbroath	56.5623	-2.5841	HOMING	1950-08-18
Brechin	56.7322	-2.6603	HOMING	1950-08-18
Broughty Ferry	56.4674	-2.8761	HOMING	1950-08-18
Carnoustie	56.5014	-2.7090	CUP-TIES START NEXT WEEK	1950-08-18
Beechwood Park	56.5038	-2.7248	CUP-TIES START NEXT WEEK	1950-08-18
Arbroath	56.5623	-2.5841	MANY "MAKE OR BREAK" TIES TO MORROW	1950-08-18
Montrose	56.7092	-2.4672	MANY "MAKE OR BREAK" TIES TO MORROW	1950-08-18
DUNDEE	56.4584	-2.9737	MANY "MAKE OR BREAK" TIES TO MORROW	1950-08-18
Tannadice	56.7124	-2.8591	MANY "MAKE OR BREAK" TIES TO MORROW	1950-08-18
Arbroath	56.5623	-2.5841	Tommy Wright Re-Signs	1950-08-18
Park Avenue	56.5002	-2.7116	Tommy Wright Re-Signs	1950-08-18
Carnoustie	56.5014	-2.7090	LEVEN GOLF TOURNEY semi-finalists	1950-08-18
Doo'cot Park	56.5556	-2.6147	CRICKET.	1950-08-18
Monikie	56.5335	-2.8134	STONES AND GARDEN SEATS IN "STOBBIE" POND	1950-08-18
Burnside Street	56.4992	-2.7230		1950-08-18
DUNDEE	56.4584	-2.9737	Courier and Advertiser	1950-08-21
DUNDEE	56.4584	-2.9737	SOCIALISTS' WORLD PLAN	1950-08-21
Broughty Ferry	56.4674	-2.8761	A GOOD INNINGS	1950-08-21
Invergowrie	56.4596	-3.0621	FAREWELL GIFT FROM BOATING CLUB	1950-08-21
Eassie	56.6113	-3.0673	CAR HIT TELEPHONE POLE	1950-08-21
Forfar	56.6441	-2.8890	CAR HIT TELEPHONE POLE	1950-08-21
Montrose	56.7092	-2.4672	MRS ELLIS WINS FOURTH TITLE	1950-08-21
Lundie	56.5162	-3.1552	HOMING	1950-08-21
MONIFIETH	56.4831	-2.8161	HOMING	1950-08-21
Panbride	56.5110	-2.7028		1950-08-21
Carnoustie	56.5014	-2.7090		1950-08-21
West Ferry	56.4728	-2.8947		1950-08-21
Carnoustie	56.5014	-2.7090	MANY WEEK-END SIGNINGS	1950-08-21
Monifieth	56.4831	-2.8161	MANY WEEK-END SIGNINGS	1950-08-21
Beechwood Park	56.5038	-2.7248	MANY WEEK-END SIGNINGS	1950-08-21
Edzell	56.8097	-2.6557	MANY WEEK-END SIGNINGS	1950-08-21
St Cyrus	56.7740	-2.4177	MANY WEEK-END SIGNINGS	1950-08-21
Johnshaven	56.7945	-2.3365	MANY WEEK-END SIGNINGS	1950-08-21
Cortachy	56.7249	-2.9922	CORTACHY GAMES DAY WINNERS	1950-08-21
Kirriemuir	56.6731	-3.0045	CORTACHY GAMES DAY WINNERS	1950-08-21
Dundee	56.4584	-2.9737	CORTACHY GAMES DAY WINNERS	1950-08-21
Perth Road	56.4565	-3.0159		1950-08-21
Barnhill	56.4747	-2.8575		1950-08-21
Dundee	56.4584	-2.9737	FESTIVAL OPENS IN EDINBURGH	1950-08-21
Muirhead	56.4969	-3.0665	NEW MINISTER FOR MUIRHEAD OF LIFF	1950-08-21
Liff	56.4858	-3.0850	NEW MINISTER FOR MUIRHEAD OF LIFF	1950-08-21
Dundee	56.4584	-2.9737	NEW MINISTER FOR MUIRHEAD OF LIFF	1950-08-21
40 Charlotte Street	56.4851	-2.9957	ABERDEEN DRIVER KILLED	1950-08-21
Tarfside	56.9061	-2.8365	EAST FIFE M.P. ENTERTAINS	1950-08-21
Tarfside	56.9061	-2.8365	GLENESK ROAD ACCIDENT	1950-08-21
Edzell	56.8097	-2.6557	GLENESK ROAD ACCIDENT	1950-08-21
Liff	56.4858	-3.0850		1950-08-21
Arbroath	56.5623	-2.5841	ARBROATH WEDDINGS	1950-08-21
8 Salisbury Place	56.5571	-2.6017	ARBROATH WEDDINGS	1950-08-21
1 Horologe Hill	56.5670	-2.5747	ARBROATH WEDDINGS	1950-08-21
34 Keptie Street	56.5597	-2.5936	ARBROATH WEDDINGS	1950-08-21
26 St Mary Street	56.5610	-2.5917	ARBROATH WEDDINGS	1950-08-21
Montrose	56.7092	-2.4672	MONTROSE BOY'S 500 MILES BY AMBULANCE	1950-08-21
Panbride	56.5110	-2.7028	FIVE LITTLE MAIDS IN ANGUS BRIDAL	1950-08-21
Carnoustie	56.5014	-2.7090	FIVE LITTLE MAIDS IN ANGUS BRIDAL	1950-08-21
West Ferry	56.4728	-2.8947	FIVE LITTLE MAIDS IN ANGUS BRIDAL	1950-08-21
Wormit	56.4241	-2.9809	FLOWER SHOW WINNERS AT TAYPORT	1950-08-21
Tayport	56.4465	-2.8800	FLOWER SHOW WINNERS AT TAYPORT	1950-08-21
MONTROSE	56.7092	-2.4672	LEGION BOWLERS COMPETE	1950-08-21
MARYFIELD	56.4775	-2.9558	LEGION BOWLERS COMPETE	1950-08-21
Edzell	56.8097	-2.6557	LAMB SALES EDZELL.	1950-08-21
Forfar	56.6441	-2.8890	Champions' Flag Will Fly At Forthill	1950-08-21
Montrose	56.7092	-2.4672	Champions' Flag Will Fly At Forthill	1950-08-21
Arbroath	56.5623	-2.5841	Champions' Flag Will Fly At Forthill	1950-08-21
ARBROATH	56.5623	-2.5841	Champions' Flag Will Fly At Forthill	1950-08-21
Carnoustie	56.5014	-2.7090	RETURNS FROM THE LINKS	1950-08-21
ARBROATH	56.5623	-2.5841	RETURNS FROM THE LINKS	1950-08-21
Monifieth	56.4831	-2.8161	RETURNS FROM THE LINKS	1950-08-21
MONIFIETH	56.4831	-2.8161	RETURNS FROM THE LINKS	1950-08-21
MONTROSE	56.7092	-2.4672	RETURNS FROM THE LINKS	1950-08-21
CARNOUSTIE	56.5014	-2.7090	RETURNS FROM THE LINKS	1950-08-21
Montrose	56.7092	-2.4672	RETURNS FROM THE LINKS	1950-08-21
DUNDEE	56.4584	-2.9737	RETURNS FROM THE LINKS	1950-08-21
Monikie	56.5335	-2.8134	ANGLING.	1950-08-21
Cortachy	56.7249	-2.9922	SHIPPING MOVEMENTS.	1950-08-21
Glamis	56.6084	-3.0038	SHIPPING MOVEMENTS.	1950-08-21
Montrose	56.7092	-2.4672	SHIPPING MOVEMENTS.	1950-08-21
Arbroath	56.5623	-2.5841	The Score-Board	1950-08-21
Montrose	56.7092	-2.4672	The Score-Board	1950-08-21
DUNDEE	56.4584	-2.9737	UNITED ON THE CREST	1950-08-21
Tannadice	56.7124	-2.8591	UNITED ON THE CREST	1950-08-21
East End	56.8287	-2.2822	Somebody Got Away With The Ball!	1950-08-21
Arbroath	56.5623	-2.5841	Somebody Got Away With The Ball!	1950-08-21
MONTROSE	56.7092	-2.4672	Somebody Got Away With The Ball!	1950-08-21
Carnoustie	56.5014	-2.7090	Somebody Got Away With The Ball!	1950-08-21
MONTROSE	56.7092	-2.4672	The "Big Five" In The League Cup	1950-08-21
Montrose	56.7092	-2.4672	The "Big Five" In The League Cup	1950-08-21
Montrose	56.7092	-2.4672	ROSELEA SET HOT PACE	1950-08-21
East End	56.8287	-2.2822	ROSELEA SET HOT PACE	1950-08-21
Arbroath	56.5623	-2.5841	ROSELEA SET HOT PACE	1950-08-21
Arbroath	56.5623	-2.5841	DUNDEE FIND THEIR TOUCH	1950-08-21
Montrose	56.7092	-2.4672	DUNDEE FIND THEIR TOUCH	1950-08-21
Broughty Ferry	56.4674	-2.8761	CARNOUSTIE MAN'S BROUGHTY BRIDE	1950-08-21
8 Camperdown Street	56.4699	-2.8784	CARNOUSTIE MAN'S BROUGHTY BRIDE	1950-08-21
13 Victoria Street	56.4863	-2.8239	CARNOUSTIE MAN'S BROUGHTY BRIDE	1950-08-21
Carnoustie	56.5014	-2.7090	CARNOUSTIE MAN'S BROUGHTY BRIDE	1950-08-21
Gauldry	56.4028	-3.0104	ST ANDREWS FLOWER SHOW AW ARDS	1950-08-21
Dundee	56.4584	-2.9737	ST ANDREWS FLOWER SHOW AW ARDS	1950-08-21
DUNDEE	56.4584	-2.9737	Courier and Advertiser	1950-08-22
DUNDEE	56.4584	-2.9737	BRITISH FORCE FOR KOREA	1950-08-22
Princes Street	56.4663	-2.9604	SUNNY SKIES GREET FESTIVAL CROWDS	1950-08-22
Longforgan	56.4575	-3.1177	BORSTAL-BREAKER SENT BACK	1950-08-22
Forfar	56.6441	-2.8890	FORMER FORFAR SHOPKEEPER	1950-08-22
Castle Street	56.6466	-2.8888	FORMER FORFAR SHOPKEEPER	1950-08-22
Dundee	56.4584	-2.9737	Kirk Cleaners Utd.	1950-08-22
Logie	56.7618	-2.4938	Kirk Cleaners Utd.	1950-08-22
High Road	56.4374	-2.9439	A Castle Ceremony	1950-08-22
5 Anderson Street	56.5579	-2.5898		1950-08-22
Arbroath	56.5623	-2.5841		1950-08-22
Auchterhouse	56.5249	-3.0869	AUCHTERHOUSE CHOOSES MINISTER	1950-08-22
Dundee	56.4584	-2.9737	TARTAN HELPED HIM ACROSS EUROPE	1950-08-22
Glenprosen Drive	56.4775	-2.9910	TARTAN HELPED HIM ACROSS EUROPE	1950-08-22
Maryfield	56.4775	-2.9558	WELL-KNOWN MEIGLE MAN DEAD	1950-08-22
Ardler	56.4860	-3.0161	WELL-KNOWN MEIGLE MAN DEAD	1950-08-22
Forfar	56.6441	-2.8890	BOWLING	1950-08-22
Carnoustie	56.5014	-2.7090	MARATHON TIE AT STONEHAVEN	1950-08-22
Tannadice	56.7124	-2.8591	AT TANNADICE PARK TO-MORROW	1950-08-22
Kingsway	56.4827	-2.9706		1950-08-22
Dundee	56.4584	-2.9737		1950-08-22
Arbroath	56.5623	-2.5841		1950-08-22
Fintry	56.4904	-2.9409		1950-08-22
Broughty Ferry	56.4674	-2.8761		1950-08-22
Exchange Court	56.4607	-2.9674		1950-08-22
Craigie	56.4777	-2.9307		1950-08-22
Longtown Road	56.4777	-2.9277		1950-08-22
Longtown Street	56.4803	-2.9243		1950-08-22
39 Caldrum Street	56.4707	-2.9737	WEATHER GOOD FOR CHANNEL SWIM	1950-08-22
Carnoustie	56.5014	-2.7090	WEATHER GOOD FOR CHANNEL SWIM	1950-08-22
Montrose	56.7092	-2.4672	Montrose Soldier Dies At Singapore	1950-08-22
44 Rutland Crescent	56.7183	-2.4701	Montrose Soldier Dies At Singapore	1950-08-22
Inverkeilor	56.6339	-2.5481	Montrose Soldier Dies At Singapore	1950-08-22
Dundee	56.4584	-2.9737	Soviet Police Watched Ship	1950-08-22
Dundee	56.4584	-2.9737	Elbow-Grease In Church	1950-08-22
Carnoustie	56.5014	-2.7090		1950-08-22
Fintry	56.4904	-2.9409	KINGSWAY HUTS TO BE REMOVED	1950-08-22
Broughty Ferry	56.4674	-2.8761	KINGSWAY HUTS TO BE REMOVED	1950-08-22
Windsor Street	56.4560	-2.9980	KINGSWAY HUTS TO BE REMOVED	1950-08-22
Arnhall Drive	56.4573	-3.0204	KINGSWAY HUTS TO BE REMOVED	1950-08-22
70 Seafield Road	56.4547	-2.9878	KINGSWAY HUTS TO BE REMOVED	1950-08-22
Fintry	56.4904	-2.9409	DUNDEE PROTEST TURNED DOWN	1950-08-22
46 Lilybank Road	56.6454	-2.8742	DOCKER'S APPEAL REFUSED	1950-08-22
Gray Street	56.4737	-3.0204	They Found A Home From Home	1950-08-22
Barnhill	56.4747	-2.8575	They Found A Home From Home	1950-08-22
Broughty Ferry	56.4674	-2.8761	They Found A Home From Home	1950-08-22
King Street	56.4658	-2.8750	They Found A Home From Home	1950-08-22
Forfar	56.6441	-2.8890	FORFAR SHOW AND SALE OF PIGS	1950-08-22
Tealing	56.5336	-2.9631	FORFAR SHOW AND SALE OF PIGS	1950-08-22
Arbroath	56.5623	-2.5841	FORFAR SHOW AND SALE OF PIGS	1950-08-22
Airlie	56.6383	-3.1168	FORFAR SHOW AND SALE OF PIGS	1950-08-22
Logie	56.7618	-2.4938	FORFAR LIVESTOCK	1950-08-22
Carnoustie	56.5014	-2.7090	FANCIED PLAYERS WIN AT GRANTOWN	1950-08-22
Invergowrie	56.4596	-3.0621	FANCIED PLAYERS WIN AT GRANTOWN	1950-08-22
DUNDEE	56.4584	-2.9737	HOMING.	1950-08-22
TAYPORT	56.4465	-2.8800	HOMING.	1950-08-22
BROUGHTY FERRY	56.4674	-2.8761	HOMING.	1950-08-22
Montrose	56.7092	-2.4672	RIFLE SHOOTING	1950-08-22
DUNDEE	56.4584	-2.9737	DENS FORWARDS HAVE A JOY NIGHT	1950-08-22
Arbroath	56.5623	-2.5841	DENS FORWARDS HAVE A JOY NIGHT	1950-08-22
Arbroath	56.5623	-2.5841	Last Night's Score-Board	1950-08-22
FORFAR	56.6441	-2.8890	Last-Minute Winners	1950-08-22
Kinnell	56.6444	-2.6385	Harvest Too Early, Says Farmer	1950-08-22
Forfar	56.6441	-2.8890	Harvest Too Early, Says Farmer	1950-08-22
Dundee	56.4584	-2.9737	Winter Electricity To Be Cheaper	1950-08-22
Montrose	56.7092	-2.4672		1950-08-22
3 America Street	56.7058	-2.4683		1950-08-22
Liff Road	56.4781	-3.0413	No Regrets At This School	1950-08-22
DUNDEE	56.4584	-2.9737	KASHMIR PEACE DEADLOCK	1950-08-23
Ninewells	56.4581	-3.0369	FUNERAL OF MR GEORGE T. WATSON	1950-08-23
Arbroath	56.5623	-2.5841	FUNERAL OF MR GEORGE T. WATSON	1950-08-23
Forfar	56.6441	-2.8890	FUNERAL OF MR GEORGE T. WATSON	1950-08-23
Montrose	56.7092	-2.4672	FUNERAL OF MR GEORGE T. WATSON	1950-08-23
Invergowrie	56.4596	-3.0621	SURPRISE RESULT AT GRANTOWN TENNIS	1950-08-23
Montrose	56.7092	-2.4672	RAIN STOPS PLAY AT STONEHAVEN	1950-08-23
Craigie	56.4777	-2.9307	CRAIGIE CENTRE'S "HAT-TRICK"	1950-08-23
Monifieth	56.4831	-2.8161	CRAIGIE CENTRE'S "HAT-TRICK"	1950-08-23
Brechin	56.7322	-2.6603	MATRIX LOSE LEAD	1950-08-23
Forfar	56.6441	-2.8890	MATRIX LOSE LEAD	1950-08-23
Nursery Park	56.7256	-2.6490	MATRIX LOSE LEAD	1950-08-23
45 Commercial Street	56.4614	-2.9681		1950-08-23
Dundee	56.4584	-2.9737		1950-08-23
Dens Road	56.4718	-2.9684	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
Main Street	56.4574	-3.1183	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
15 Paterson Street	56.4739	-2.9815	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
Dundee	56.4584	-2.9737	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
51 Strathmartine Road	56.4851	-2.9904	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
71 Craigie Street	56.4697	-2.9561	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
75 Dens Road	56.4718	-2.9684	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
Guthrie Park	56.7291	-2.6480	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
Arbroath	56.5623	-2.5841	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
Cleghorn Street	56.4644	-2.9953	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
1 Park Place	56.4691	-3.0119	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
Kirriemuir	56.6731	-3.0045	JUDGE'S QUESTIONS IN DUNDEE TRIAL	1950-08-23
Kirriemuir	56.6731	-3.0045	KIRRIE HOPES FOR PRINCESS	1950-08-23
Clova	56.8441	-3.1045	Clova Cavalcade	1950-08-23
Brechin	56.7322	-2.6603	Tayside Move For Sidlaws Television Transmitter	1950-08-23
Montrose	56.7092	-2.4672	Tayside Move For Sidlaws Television Transmitter	1950-08-23
Reform Street	56.4477	-2.8838	DUNDEE SOLICITOR DIES ON HOLIDAY	1950-08-23
Dundee	56.4584	-2.9737	DUNDEE SOLICITOR DIES ON HOLIDAY	1950-08-23
45 Albany Terrace	56.4668	-2.9879	DUNDEE SOLICITOR DIES ON HOLIDAY	1950-08-23
Dundee	56.4584	-2.9737	DUNDEE MURDER TRIAL	1950-08-23
3 Hastings Place	56.4744	-2.9785	DUNDEE MURDER TRIAL	1950-08-23
21 Glamis Street	56.4707	-2.9716	DUNDEE MURDER TRIAL	1950-08-23
2 Arklay Place	56.4764	-2.9647	DUNDEE MURDER TRIAL	1950-08-23
Brechin	56.7322	-2.6603	BRECHIN	1950-08-23
DUNDEE	56.4584	-2.9737	Glasgow Stock Prices	1950-08-23
Cortachy	56.7249	-2.9922	PUBLIC TO SEE AIRLIE CASTLE GARDENS	1950-08-23
Airlie	56.6383	-3.1168	PUBLIC TO SEE AIRLIE CASTLE GARDENS	1950-08-23
Forfar	56.6441	-2.8890	PUBLIC TO SEE AIRLIE CASTLE GARDENS	1950-08-23
Kirriemuir	56.6731	-3.0045	PUBLIC TO SEE AIRLIE CASTLE GARDENS	1950-08-23
Brechin	56.7322	-2.6603	BOWLING	1950-08-23
Arbroath	56.5623	-2.5841	BOWLING	1950-08-23
DUNDEE	56.4584	-2.9737	BOY GOLFERS PLAY IN THUNDERSTORM	1950-08-23
Dundee	56.4584	-2.9737	Dens Bid Is Record For Scots Club	1950-08-23
