place	lat	long	title	date
Arbroath	56.5623	-2.5841		1950-01-18
Dundee	56.4584	-2.9737		1950-01-18
Brechin	56.7322	-2.6603		1950-01-18
Perth Road	56.4565	-3.0159		1950-01-18
Mid Wynd	56.4569	-2.9888		1950-01-18
31 Princes Street	56.5568	-2.5931	MAN ESCAPES AFTER LORRY ROLLS 30 FEET	1950-01-18
Dundee	56.4584	-2.9737		1950-01-18
Broughty Ferry	56.4674	-2.8761	BROUGHTY MAN MUST PAY £180	1950-01-18
295 Brook Street	56.4830	-2.8134	BROUGHTY MAN MUST PAY £180	1950-01-18
Arbroath	56.5623	-2.5841	GIRL JEAN SAILS FOR HOME	1950-01-18
Invergowrie	56.4596	-3.0621	POLICEMAN GETS ATTENDANCE ORDER FOR SON	1950-01-18
Longforgan	56.4575	-3.1177	POLICEMAN GETS ATTENDANCE ORDER FOR SON	1950-01-18
Caledonian Road	56.7384	-2.6617	POLICEMAN GETS ATTENDANCE ORDER FOR SON	1950-01-18
Carnoustie	56.5014	-2.7090	NO CUT IN HOUSING	1950-01-18
Brechin	56.7322	-2.6603	SWIFTS' CUP-TIE MAY BE OFF	1950-01-18
Kingsway	56.4827	-2.9706	CANADIANS PLAY IN DUNDEE TO-DAY	1950-01-18
Rosemount	56.6424	-2.8898	PITLOCHRY'S NEW GOLF PRO.	1950-01-18
Carnoustie	56.5014	-2.7090	PITLOCHRY'S NEW GOLF PRO.	1950-01-18
Brechin	56.7322	-2.6603	LIVESTOCK PRICES	1950-01-18
Montrose	56.7092	-2.4672	LIVESTOCK PRICES	1950-01-18
DUNDEE	56.4584	-2.9737	Glasgow Stock Prices	1950-01-18
40 Guthrie Street	56.4609	-2.9816		1950-01-18
Dundee	56.4584	-2.9737		1950-01-18
Dundee	56.4584	-2.9737	DUNDEE YOUTHS SENT TO BORSTAL	1950-01-18
11 Clement Park Road	56.4762	-3.0127	DUNDEE YOUTHS SENT TO BORSTAL	1950-01-18
20 Arthurstone Terrace	56.4691	-2.9598	DUNDEE YOUTHS SENT TO BORSTAL	1950-01-18
39 Wolseley Street	56.4732	-2.9642	DUNDEE YOUTHS SENT TO BORSTAL	1950-01-18
Lauderdale Avenue	56.4896	-3.0000	DUNDEE MAN FAILS TO GET REINSTATEMENT	1950-01-18
Arbroath	56.5623	-2.5841	JUST GOING FOR A RUN	1950-01-18
22 Airlie Crescent	56.6361	-2.8932	JUST GOING FOR A RUN	1950-01-18
Forfar	56.6441	-2.8890	This Is The Way To Miss The Boat To Rio	1950-01-18
FORFAR	56.6441	-2.8890	Annfield To Be Reopened This Week	1950-01-18
Forfar	56.6441	-2.8890	Annfield To Be Reopened This Week	1950-01-18
Arbroath	56.5623	-2.5841	Annfield To Be Reopened This Week	1950-01-18
Tannadice	56.7124	-2.8591	Annfield To Be Reopened This Week	1950-01-18
Brechin	56.7322	-2.6603	NEW GLEBE PARK IS GROWING	1950-01-18
Arbroath	56.5623	-2.5841	NEW GLEBE PARK IS GROWING	1950-01-18
Tannadice	56.7124	-2.8591	NEW GLEBE PARK IS GROWING	1950-01-18
7 Mattocks Road	56.5216	-2.8582		1950-01-18
370 Blackness Road	56.4607	-3.0034		1950-01-19
Dundee	56.4584	-2.9737		1950-01-19
Arbroath Road	56.4783	-2.8878		1950-01-19
Victoria Road	56.4657	-2.9680		1950-01-19
Tay Square	56.4578	-2.9763		1950-01-19
9 Perth Road	56.4565	-3.0159		1950-01-19
Montrose	56.7092	-2.4672	FISHING BOAT FIRE IN HARBOUR	1950-01-19
279 Strathmartine Road	56.4851	-2.9904	Intruder In Downfield House	1950-01-19
Dundee	56.4584	-2.9737	Intruder In Downfield House	1950-01-19
Barnhill	56.4747	-2.8575	SKIRT NEAT NO MATTER THE LENGTH	1950-01-19
Lundie	56.5162	-3.1552	LUNDTE WELCOME TO NEW MINISTER	1950-01-19
Dundee	56.4584	-2.9737		1950-01-19
Dundee	56.4584	-2.9737		1950-01-19
Forfar	56.6441	-2.8890	FORFAR WOMAN DIES IN ROAD ACCIDENT	1950-01-19
North Street	56.6489	-2.8834	FORFAR WOMAN DIES IN ROAD ACCIDENT	1950-01-19
Dundee	56.4584	-2.9737		1950-01-19
Tay Square	56.4578	-2.9763		1950-01-19
Montrose	56.7092	-2.4672		1950-01-19
40 Guthrie Street	56.4609	-2.9816		1950-01-19
Dundee	56.4584	-2.9737		1950-01-19
11 Albany Terrace	56.4668	-2.9879		1950-01-19
Dundee	56.4584	-2.9737	DUNDEE CANDIDATE ON CAMPAIGN EVE	1950-01-19
Arbroath	56.5623	-2.5841		1950-01-19
Montrose	56.7092	-2.4672	MONTROSE PAINTING DISPUTE DECISION	1950-01-19
Forfar	56.6441	-2.8890	MONTROSE PAINTING DISPUTE DECISION	1950-01-19
22 Lower Hall Street	56.7145	-2.4694	MONTROSE PAINTING DISPUTE DECISION	1950-01-19
Brechin	56.7322	-2.6603	YEAR'S BAN ON ANGUS DRIVER	1950-01-19
Charlotte Street	56.4851	-2.9957	ACCUSED MAN SAID LIFE HANGS ON FIVE MINUTES	1950-01-19
Craigie	56.4777	-2.9307	JEANFIELD TIE POSTPONED	1950-01-19
Dundee	56.4584	-2.9737	Cup Comes Second In Raith Rovers’ Uphill Battle	1950-01-19
Buchanan Street	56.4709	-2.9621	Cup Comes Second In Raith Rovers’ Uphill Battle	1950-01-19
Arbroath	56.5623	-2.5841	Cup Comes Second In Raith Rovers’ Uphill Battle	1950-01-19
Montrose	56.7092	-2.4672	Suspension Blow To Accies	1950-01-19
Dundee	56.4584	-2.9737	TENNANT-HERMAN NEXT MONTH	1950-01-19
Elliot Road	56.4619	-3.0197	HOCKEY	1950-01-19
Shore Terrace	56.4598	-2.9681	HOCKEY	1950-01-19
Lindsay Street	56.4700	-2.8728	HOCKEY	1950-01-19
Forfar Road	56.4847	-2.9514	HOCKEY	1950-01-19
Dundee	56.4584	-2.9737	TAMPERED WITH VAN: FINED £3	1950-01-19
Dundee	56.4584	-2.9737	IN DUNDEE TO-MORROW	1950-01-19
Arbroath	56.5623	-2.5841	REPAIRS STARTED ON GIRL JEAN	1950-01-19
Perth Road	56.4565	-3.0159	CHEAPER UNO; DEARER CARPETS	1950-01-19
Dundee	56.4584	-2.9737	CHEAPER UNO; DEARER CARPETS	1950-01-19
DUNDEE	56.4584	-2.9737	Courier AND Advertiser	1950-01-20
3 Alpin Road	56.4732	-2.9956		1950-01-20
Dundee	56.4584	-2.9737		1950-01-20
Invergowrie	56.4596	-3.0621	BROUGHTY MINISTER INDUCTED	1950-01-20
Maryfield	56.4775	-2.9558	DUNDEE TRAFFIC HOLD-UP	1950-01-20
Graham Place	56.4674	-2.9580	DUNDEE TRAFFIC HOLD-UP	1950-01-20
Riverside Drive	56.4531	-2.9998	DUNDEE PROJECTS HELD UP	1950-01-20
25 Main Street	56.4714	-2.9729	WEMYSS DISTRICT ELECTION RESULT	1950-01-20
Carnoustie	56.5014	-2.7090		1950-01-20
Muirhead	56.4969	-3.0665	PLAY OPENS ON THREENIGHT RUN	1950-01-20
Johnshaven	56.7945	-2.3365	JOHNSHAVEN TO GET NEW WORKS	1950-01-20
Rose Street	56.5566	-2.5992	JOHNSHAVEN TO GET NEW WORKS	1950-01-20
Inverbervie	56.8447	-2.2798	JOHNSHAVEN TO GET NEW WORKS	1950-01-20
Dundee	56.4584	-2.9737	His Car Is Unique	1950-01-20
Whitfield	56.4918	-2.9170	His Car Is Unique	1950-01-20
Arbroath	56.5623	-2.5841	ARBROATH HOUSING FIGURES	1950-01-20
Dundee	56.4584	-2.9737		1950-01-20
Broughty Ferry	56.4674	-2.8761	Horse Bolts Into Tay	1950-01-20
263 King Street	56.4419	-2.9384	Horse Bolts Into Tay	1950-01-20
Dundee Road	56.4696	-2.8921	Horse Bolts Into Tay	1950-01-20
Home Street	56.4680	-2.8839	Horse Bolts Into Tay	1950-01-20
Douglas Terrace	56.4676	-2.8847	Horse Bolts Into Tay	1950-01-20
10 Main Street	56.4714	-2.9729	TWENTY THOUSAND CIGS. IN ONE PUFF	1950-01-20
Dundee	56.4584	-2.9737	ANGUS COUNCIL NOMINATIONS	1950-01-20
Liff	56.4858	-3.0850	ANGUS COUNCIL NOMINATIONS	1950-01-20
Dundee	56.4584	-2.9737	TO-MORROW'S LECTURER	1950-01-20
Golf Avenue	56.4827	-2.8099	EX-CRICKETER AND MUSICIAN	1950-01-20
Monifieth	56.4831	-2.8161	EX-CRICKETER AND MUSICIAN	1950-01-20
55 Mains Terrace	56.4796	-2.9558	FORMER RALYWAY POLICE OFFICIAL	1950-01-20
Dundee	56.4584	-2.9737	FORMER RALYWAY POLICE OFFICIAL	1950-01-20
Arbroath	56.5623	-2.5841	ARBROATH POWER CUT	1950-01-20
Brechin	56.7322	-2.6603		1950-01-20
68 Gardner Street	56.4692	-2.9983	DUNDEE WIDOW WINS CLAIM	1950-01-20
Dundee	56.4584	-2.9737	DUNDEE WIDOW WINS CLAIM	1950-01-20
58 Alloway Terrace	56.4810	-2.9456	SEAMAN HAD OTHER WIFE IN LONDON	1950-01-20
Dundee	56.4584	-2.9737	ANOTHER SERVICE FOR ROTARIANS	1950-01-20
Arbroath	56.5623	-2.5841	ARBROATH POLICE DANCE	1950-01-20
30 Lour Road	56.6402	-2.8820	FORFAR CHILD SCALDED	1950-01-20
Forfar	56.6441	-2.8890	FORFAR CHILD SCALDED	1950-01-20
Dundee	56.4584	-2.9737	FORFAR CHILD SCALDED	1950-01-20
Albert Street	56.4703	-2.9574		1950-01-20
Dundee	56.4584	-2.9737		1950-01-20
257 Clepington Road	56.4776	-2.9729	WOMAN SNOOPER MADE HIM HURRY	1950-01-20
Arbroath	56.5623	-2.5841	EX-PROVOST LAMB'S TESTIMONIAL	1950-01-20
72 South Street	56.6423	-2.8746	ANGUS VAN DITCHED	1950-01-20
Forfar	56.6441	-2.8890	ANGUS VAN DITCHED	1950-01-20
Arbroath	56.5623	-2.5841	ANGUS VAN DITCHED	1950-01-20
DUNDEE	56.4584	-2.9737	Glasgow Stock Prices	1950-01-20
Glamis	56.6084	-3.0038	SHIPPING MOVEMENTS.	1950-01-20
Clova	56.8441	-3.1045	SHIPPING MOVEMENTS.	1950-01-20
Broughty Ferry	56.4674	-2.8761	Panmure v. Howe Is Game Of The Season	1950-01-20
Elliot Road	56.4619	-3.0197	Panmure v. Howe Is Game Of The Season	1950-01-20
Arbroath	56.5623	-2.5841	Panmure v. Howe Is Game Of The Season	1950-01-20
DUNDEE	56.4584	-2.9737	It's Now Or Never For Hearts	1950-01-20
Dundee	56.4584	-2.9737	It's Now Or Never For Hearts	1950-01-20
Arbroath	56.5623	-2.5841	It's Now Or Never For Hearts	1950-01-20
Tannadice	56.7124	-2.8591	It's Now Or Never For Hearts	1950-01-20
Forfar	56.6441	-2.8890	It's Now Or Never For Hearts	1950-01-20
High Street	56.4610	-2.9692	It's Now Or Never For Hearts	1950-01-20
Brechin	56.7322	-2.6603	English Club May Get Dundee Junior	1950-01-20
Carnoustie	56.5014	-2.7090	English Club May Get Dundee Junior	1950-01-20
Westfield Park	56.6372	-2.9056	English Club May Get Dundee Junior	1950-01-20
Monifieth	56.4831	-2.8161	English Club May Get Dundee Junior	1950-01-20
Beechwood Park	56.5038	-2.7248	English Club May Get Dundee Junior	1950-01-20
Kirriemuir	56.6731	-3.0045	NARROW WIN FOR CURLING TOURISTS	1950-01-20
Forfar	56.6441	-2.8890	NARROW WIN FOR CURLING TOURISTS	1950-01-20
Dundee	56.4584	-2.9737	THEIR SAUSAGES HAD TOO LITTLE MEAT	1950-01-20
38 Logie Street	56.4680	-3.0014	THEIR SAUSAGES HAD TOO LITTLE MEAT	1950-01-20
Princes Street	56.4830	-2.8103	THEIR SAUSAGES HAD TOO LITTLE MEAT	1950-01-20
30 Victoria Road	56.4657	-2.9680	THEIR SAUSAGES HAD TOO LITTLE MEAT	1950-01-20
Arbroath	56.5623	-2.5841	Fertiliser Costs May Go Up 50 per Cent.	1950-01-20
Arbroath	56.5623	-2.5841	COURT'S DECISION IN GIRL JEAN CASE	1950-01-20
Whorterbank	56.4706	-3.0060	DREW ALLOWANCE FOR CHILD FOR TWO YEARS	1950-01-20
DUNDEE	56.4584	-2.9737	DIPLOMATIC BARBARISM	1950-01-21
270 Blackness Road	56.4607	-3.0034	KNEE-HEIGHT GAS TAP COSTS TWO LIVES	1950-01-21
Blackness Road	56.4607	-3.0034	KNEE-HEIGHT GAS TAP COSTS TWO LIVES	1950-01-21
Kirriemuir	56.6731	-3.0045	DUNDEE'S WOMEN PIONEERS	1950-01-21
Dundee	56.4584	-2.9737	FILMS AID TO EDUCATION	1950-01-21
Invergowrie	56.4596	-3.0621	LORD PROVOST ON CITY TRANSPORT EXTENSIONS	1950-01-21
Montrose	56.7092	-2.4672		1950-01-21
Brechin	56.7322	-2.6603		1950-01-21
127 Ferry Road	56.4770	-2.8379	MONIFIETH BABES IN THE WOOD	1950-01-21
3 Rattray Street	56.4799	-2.8281	MONIFIETH BABES IN THE WOOD	1950-01-21
Barnhill	56.4747	-2.8575	MONIFIETH BABES IN THE WOOD	1950-01-21
24 Castle Street	56.7302	-2.6687	BAKERS CLAIM RIGHT TO BUY CHURCH	1950-01-21
Castle Street	56.7302	-2.6687	BAKERS CLAIM RIGHT TO BUY CHURCH	1950-01-21
1 River Street	56.7017	-2.4589	FERRYDEN CHILD KILLED ON ROAD	1950-01-21
Ferryden	56.6989	-2.4752	FERRYDEN CHILD KILLED ON ROAD	1950-01-21
Brechin	56.7322	-2.6603	Brechin Band All Out For Tartan	1950-01-21
Dundee	56.4584	-2.9737	THE EQUATION THEY CAN'T SOLVE	1950-01-21
9 Adelaide Terrace	56.4675	-2.9852	DUNDEE ESTATES	1950-01-21
Dundee	56.4584	-2.9737	DUNDEE ESTATES	1950-01-21
4 Wellington Street	56.4673	-2.9667	DUNDEE ESTATES	1950-01-21
16 Abercromby Street	56.4750	-2.8518	DUNDEE ESTATES	1950-01-21
Barnhill	56.4747	-2.8575	DUNDEE ESTATES	1950-01-21
105 Strathmartine Road	56.4851	-2.9904	DUNDEE ESTATES	1950-01-21
19 Princes Street	56.4830	-2.8103	DUNDEE ESTATES	1950-01-21
31 Arklay Street	56.4744	-2.9661	DUNDEE ESTATES	1950-01-21
2 Birchwood Place	56.4616	-2.9989	DUNDEE ESTATES	1950-01-21
Barnhill	56.4747	-2.8575	DUNDEE SALESMAN FINED £20	1950-01-21
Arbroath	56.5623	-2.5841	DUNDEE SALESMAN FINED £20	1950-01-21
Carnoustie	56.5014	-2.7090	DUNDEE SALESMAN FINED £20	1950-01-21
Barnhill	56.4747	-2.8575	WEDDING IN BARRY CHURCH	1950-01-21
Dundee	56.4584	-2.9737	SNOOKER LEAGUE LEADERS DRAW	1950-01-21
BRECHIN	56.7322	-2.6603	SNOOKER LEAGUE LEADERS DRAW	1950-01-21
Dundee	56.4584	-2.9737	ELECTION AGENT'S COMPLAINTS	1950-01-21
5 Annat Road	56.7072	-2.4606	COMPANY NEWS	1950-01-21
Gannochy	56.8256	-2.6576	COMPANY NEWS	1950-01-21
DUNDEE	56.4584	-2.9737	Glasgow Stock Prices	1950-01-21
Arbroath	56.5623	-2.5841	HOW THEY WILL LINE UP	1950-01-21
Forfar	56.6441	-2.8890	Promotion Rivals Turning On The Heat	1950-01-21
Station Park	56.8286	-2.2852	Promotion Rivals Turning On The Heat	1950-01-21
Arbroath	56.5623	-2.5841	Promotion Rivals Turning On The Heat	1950-01-21
Tannadice	56.7124	-2.8591	Promotion Rivals Turning On The Heat	1950-01-21
Carnoustie	56.5014	-2.7090	BACK TO THEIR OLD HAUNTS	1950-01-21
DUNDEE	56.4584	-2.9737	CURLING.	1950-01-21
Edzell	56.8097	-2.6557	Dog Owners To Pay More	1950-01-21
Brechin	56.7322	-2.6603	Dog Owners To Pay More	1950-01-21
Little Brechin	56.7537	-2.6805	Dog Owners To Pay More	1950-01-21
Dundee	56.4584	-2.9737	STRANGLING DUNDEE	1950-01-23
DUNDEE	56.4584	-2.9737	STRANGLING DUNDEE	1950-01-23
Broughty Ferry	56.4674	-2.8761		1950-01-23
Arbroath	56.5623	-2.5841		1950-01-23
Dundee	56.4584	-2.9737	The Split Constituency	1950-01-23
Buchanan Street	56.4709	-2.9621	NEW STATIONMASTER FOR PERTH	1950-01-23
King Street	56.4658	-2.8750	66-Year-Old Bigamist Father Of Eleven	1950-01-23
Broughty Ferry	56.4674	-2.8761	66-Year-Old Bigamist Father Of Eleven	1950-01-23
Dundee	56.4584	-2.9737	66-Year-Old Bigamist Father Of Eleven	1950-01-23
Lunan	56.6642	-2.5075	66-Year-Old Bigamist Father Of Eleven	1950-01-23
Constitution Road	56.4646	-2.9769	66-Year-Old Bigamist Father Of Eleven	1950-01-23
75 Mains Terrace	56.4796	-2.9558	WEDDING OF OPERA SOCIETY MEMBER	1950-01-23
59 Dock Street	56.4600	-2.9670	WEDDING OF OPERA SOCIETY MEMBER	1950-01-23
Panmure Street	56.4860	-2.8100	SPECIAL DUNDEE CHURCH SERVICES	1950-01-23
75 Mains Terrace	56.4796	-2.9558	Old Bridal Custom	1950-01-23
Dundee	56.4584	-2.9737	Old Bridal Custom	1950-01-23
59 Dock Street	56.4600	-2.9670	Old Bridal Custom	1950-01-23
East Street	56.7956	-2.3308	GIRL DROPPED FROM BURNING HOUSE	1950-01-23
31 Seymour Street	56.4590	-2.9997		1950-01-23
Dundee	56.4584	-2.9737		1950-01-23
Dundee	56.4584	-2.9737	EDUCATION VITAL FOR A FREE STATE	1950-01-23
Brechin	56.7322	-2.6603	BRECHIN BRIDE FOR GLASGOW MAN	1950-01-23
16 Campbell Street	56.4693	-2.9966	BRECHIN BRIDE FOR GLASGOW MAN	1950-01-23
Dundee	56.4584	-2.9737	DUNDEE BOXERS WIN	1950-01-23
Forfar	56.6441	-2.8890	Next 'National Will Be Battle Of Packs	1950-01-23
Forfar Road	56.4847	-2.9514	Next 'National Will Be Battle Of Packs	1950-01-23
DUNDEE	56.4584	-2.9737	VICS' SHOCK FOR STOBBIE	1950-01-23
Carnoustie	56.5014	-2.7090	VICS' SHOCK FOR STOBBIE	1950-01-23
Monifieth	56.4831	-2.8161	VICS' SHOCK FOR STOBBIE	1950-01-23
Brechin	56.7322	-2.6603	VICS' SHOCK FOR STOBBIE	1950-01-23
Forfar	56.6441	-2.8890	VICS' SHOCK FOR STOBBIE	1950-01-23
Craigie	56.4777	-2.9307		1950-01-23
MONIFIETH	56.4831	-2.8161	GOLF RETURNS	1950-01-23
Brechin	56.7322	-2.6603	METHIL PIVOT IN COMMAND	1950-01-23
Montrose	56.7092	-2.4672	METHIL PIVOT IN COMMAND	1950-01-23
Forfar	56.6441	-2.8890	METHIL PIVOT IN COMMAND	1950-01-23
Tannadice	56.7124	-2.8591	METHIL PIVOT IN COMMAND	1950-01-23
Brechin	56.7322	-2.6603	The Day The Fans Have Been Waiting For	1950-01-23
Dundee	56.4584	-2.9737	The Day The Fans Have Been Waiting For	1950-01-23
Dundee	56.4584	-2.9737	This Form Won't Do At Tynecastle	1950-01-23
Tannadice	56.7124	-2.8591	No Holding This Dunfermline	1950-01-23
Forfar	56.6441	-2.8890	FORFAR CAN DO IT	1950-01-23
Station Park	56.8286	-2.2852	FORFAR CAN DO IT	1950-01-23
Montrose	56.7092	-2.4672	They're All Set At Glebe Park	1950-01-23
Brechin	56.7322	-2.6603	They're All Set At Glebe Park	1950-01-23
Tannadice	56.7124	-2.8591	ARBROATH KEPT HITTING BACK	1950-01-23
Tayport	56.4465	-2.8800	NOT ENOUGH FARMING AT FARM SCHOOL	1950-01-23
Forfar	56.6441	-2.8890	NOT ENOUGH FARMING AT FARM SCHOOL	1950-01-23
45 Commercial Street	56.4614	-2.9681	18th CENTURY HOUSE TO BE DEMOLISHED	1950-01-23
Dundee	56.4584	-2.9737	GUIDE DOGS FOR THE BLIND	1950-01-23
Dundee	56.4584	-2.9737	Taxi Man Sues Harbour For £400	1950-01-24
Dundee	56.4584	-2.9737	SCOTS INDUSTRY'S EXTENSIONS	1950-01-24
Dundee	56.4584	-2.9737	GATE-CRASHERS STOP A MEETING	1950-01-24
Arbroath Road	56.4808	-2.8703	GATE-CRASHERS STOP A MEETING	1950-01-24
South Street	56.5574	-2.5761	ST ANDREWS HOTEL EXTENSIONS	1950-01-24
102 South Street	56.6435	-2.8771	ST ANDREWS HOTEL EXTENSIONS	1950-01-24
Dundee	56.4584	-2.9737	PRAISE FOR DUNDEE ACTORS IN FESTIVAL	1950-01-24
14 Albert Street	56.5556	-2.5920	DRIVER BANNED FOR TWO YEARS	1950-01-24
Reform Street	56.4814	-2.8163		1950-01-24
Dundee	56.4584	-2.9737	MR. JUNOR ON ELECTION ISSUES	1950-01-24
Dundee	56.4584	-2.9737	MILLS RELIES ON K.O. PUNCH	1950-01-24
Broughty Ferry	56.4674	-2.8761	MILLS RELIES ON K.O. PUNCH	1950-01-24
Arbroath Road	56.4783	-2.8878	DUNDEE CHURCH WEDDING	1950-01-24
Constitution Road	56.4646	-2.9769	Y.M.C.A. HAS FARM TRAINING SCHEME	1950-01-24
Broughty Ferry	56.4674	-2.8761	BROUGHTY MINISTER FOR NEW CHARGE	1950-01-24
Kirriemuir	56.6731	-3.0045	PARTY TITLES: MOVE BY LIBERALS	1950-01-24
Dundee	56.4584	-2.9737	FIRST SAFETY LANE OPENS IN DUNDEE	1950-01-24
32 Main Street	56.4714	-2.9729	SHORT LEFT FOR TAY FERRIES CHIEF	1950-01-24
Dundee	56.4584	-2.9737	SHORT LEFT FOR TAY FERRIES CHIEF	1950-01-24
Forfar	56.6441	-2.8890	FORFAR PRISON TO CLOSE DOWN	1950-01-24
Monifieth	56.4831	-2.8161	Questions On £4000 Angus Planners' Book	1950-01-24
Forfar	56.6441	-2.8890	FORFAR LIVESTOCK PRICES	1950-01-24
Brechin	56.7322	-2.6603	Celtic Tie All In The Day's Work For Brechin	1950-01-24
Arbroath	56.5623	-2.5841	Celtic Tie All In The Day's Work For Brechin	1950-01-24
Forfar	56.6441	-2.8890	Celtic Tie All In The Day's Work For Brechin	1950-01-24
Dundee	56.4584	-2.9737	Celtic Tie All In The Day's Work For Brechin	1950-01-24
Montrose	56.7092	-2.4672	Celtic Tie All In The Day's Work For Brechin	1950-01-24
Forfar	56.6441	-2.8890	LEAGUE GUIDE TO FORM	1950-01-24
30 Rosebank Street	56.4684	-2.9758		1950-01-24
Dundee	56.4584	-2.9737		1950-01-24
125 Ann Street	56.4683	-2.9695		1950-01-24
Inverkeilor	56.6339	-2.5481	YESTERDAY'S CHAPTERS.	1950-01-24
46 Benvie Road	56.4643	-2.9948		1950-01-27
Dundee	56.4584	-2.9737		1950-01-27
3 Queen Street	56.8288	-2.2857		1950-01-27
Gourdon	56.8281	-2.2871		1950-01-27
Dundee	56.4584	-2.9737	No Cold Feet	1950-01-27
Arbroath	56.5623	-2.5841	SHIPPING MOVEMENTS	1950-01-27
Birkhill	56.4960	-3.0549	CUPAR SHEEP SALE	1950-01-27
Woodhaven	56.4331	-2.9535	CUPAR SHEEP SALE	1950-01-27
Colliston	56.5967	-2.6458	PICKED COAL FROM RAILWAY	1950-01-27
Arbroath	56.5623	-2.5841	PICKED COAL FROM RAILWAY	1950-01-27
Brechin	56.7322	-2.6603	ANGUS POLICE PROMOTIONS	1950-01-27
Carnoustie	56.5014	-2.7090	ANGUS POLICE PROMOTIONS	1950-01-27
Dundee	56.4584	-2.9737	ANGUS POLICE PROMOTIONS	1950-01-27
Glamis	56.6084	-3.0038	ANGUS POLICE PROMOTIONS	1950-01-27
Arbroath	56.5623	-2.5841	ANGUS POLICE PROMOTIONS	1950-01-27
Montrose	56.7092	-2.4672	ANGUS POLICE PROMOTIONS	1950-01-27
Arbroath	56.5623	-2.5841	BAKERS ANXIOUS; WOMEN LEARN TRADE SECRETS	1950-01-27
Montrose	56.7092	-2.4672	MONTROSE HOUSING LET-DOWN	1950-01-27
Gindera Road	56.7208	-2.4636	MONTROSE HOUSING LET-DOWN	1950-01-27
Dundee	56.4584	-2.9737	The Story Of Dundee's Political Career	1950-01-27
Dundee	56.4584	-2.9737	DOUGLAS YOUNG ON BURNS TRADITION	1950-01-27
Tayport	56.4465	-2.8800	DOUGLAS YOUNG ON BURNS TRADITION	1950-01-27
Guthrie	56.6472	-2.7089	DOUGLAS YOUNG ON BURNS TRADITION	1950-01-27
29 Park Avenue	56.4712	-2.9551	DUNDEE GARAGE MAN INJURED	1950-01-27
Dundee	56.4584	-2.9737	DUNDEE GARAGE MAN INJURED	1950-01-27
Dundee	56.4584	-2.9737	EXPERIENCES OF A SALVAGE EXPERT	1950-01-27
Monifieth	56.4831	-2.8161	MONIFIETH OFFICIALS	1950-01-27
302 Brook Street	56.4830	-2.8134	MONIFIETH OFFICIALS	1950-01-27
99 Brook Street	56.4830	-2.8134	MONIFIETH OFFICIALS	1950-01-27
Kirriemuir	56.6731	-3.0045	KIRRIEMUIR MAN ON MOTORING CHARGES	1950-01-27
Princes Street	56.5568	-2.5931	FIRST SNOW HE'S SEEN IN 33 YEARS	1950-01-27
14 Atholl Street	56.4704	-3.0120	BOBBIN THIEF FINED £3	1950-01-27
Dundee	56.4584	-2.9737	BOBBIN THIEF FINED £3	1950-01-27
Dundee	56.4584	-2.9737	ROTARIANS LEARN OF FELLOWSHIP AIM	1950-01-27
Dundee	56.4584	-2.9737	Territorials Were A.W.O.L.	1950-01-27
Arbroath	56.5623	-2.5841	Territorials Were A.W.O.L.	1950-01-27
50 Hill Street	56.4332	-2.9515	Territorials Were A.W.O.L.	1950-01-27
Dundee	56.4584	-2.9737	BEEKEEPING IN OTHER LANDS	1950-01-27
Dundee	56.4584	-2.9737	Exhibition Will Visit Tay In 1951	1950-01-27
Broughty Ferry	56.4674	-2.8761	They'll Take Canaries To The Arctic	1950-01-27
Dundee	56.4584	-2.9737	FRENCH DRAMATIST VISITS DUNDEE	1950-01-27
Law Crescent	56.4718	-2.9893	FRENCH DRAMATIST VISITS DUNDEE	1950-01-27
Broughty Ferry	56.4674	-2.8761	FRENCH DRAMATIST VISITS DUNDEE	1950-01-27
19 Ogilvie Street	56.4714	-2.9623	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Dundee	56.4584	-2.9737	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Monifieth	56.4831	-2.8161	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
13 Session Street	56.4609	-2.9804	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Arbroath	56.5623	-2.5841	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Brechin	56.7322	-2.6603	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Montrose	56.7092	-2.4672	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Broughty Ferry Road	56.4685	-2.9325	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Kirkton	56.4140	-3.0357	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Ellengowan Drive	56.4680	-2.9474	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Greendykes Road	56.4708	-2.9282	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Carnoustie	56.5014	-2.7090	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Mains Loan	56.4807	-2.9576	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Glamis Road	56.5561	-2.6198	COLD HITS EUROPE, BUT MILD SPELL ON WAY	1950-01-27
Dundee	56.4584	-2.9737	Safety-First Snowballing	1950-01-27
Lime Grove	56.4964	-2.9035	Britain Best For Television Soon	1950-01-27
